Date,close,high,low,open,volume,VIX_Close,RSI_14,MACD_12_26_9,MACDh_12_26_9,Log_Return,Rolling_1st_Percentile,Crash_Event,GPR_Composite,GPR_Threats,GPR_Acts,GPR_Threats_MA_63,GPR_Threats_MA_126,GPR_Threats_Trend,GPR_Acts_MA_63,GPR_Threats_1D_PctChange,GPR_Acts_1D_PctChange,GPR_Threats_5D_PctChange,GPR_Threats_Vol_21D,GPR_Acts_Vol_21D
12/03/01,1180.160034,1233.420044,1176.780029,1233.420044,1229000000,30.31999969,26.37342287,-26.5660236,-3.572041279,-0.044140783,-0.030080593,1,57.60987091,53.89246368,57.43254089,59.86816721,53.34403839,6.524128823,43.21012012,56.03261319,-7.536232632,-18.66460267,19.30633941,17.68421541
13/03/01,1197.660034,1197.829956,1171.5,1180.160034,1360900000,27.54999924,32.36383907,-28.41633981,-4.337885988,0.01471963,-0.030080593,0,82.98014832,88.32076263,72.79776764,60.19765073,53.74756633,6.450084399,43.67331919,63.88332727,26.75352075,43.43353094,17.37616788,16.85884894
14/03/01,1166.709961,1197.660034,1155.349976,1197.660034,1397400000,29.61000061,28.02151429,-32.01113653,-6.346146166,-0.026181893,-0.030080593,0,67.10542297,76.09126282,60.8171463,60.53417115,53.95300201,6.581169144,43.78401977,-13.84668729,-16.4574021,6.180934958,16.06219132,17.06839137
15/03/01,1173.560059,1182.040039,1166.709961,1166.709961,1259500000,28.55999947,30.25207141,-33.91632689,-6.601069223,0.005854126,-0.030080593,0,55.61244965,60.31760025,53.03078079,60.51998708,54.13958206,6.380405017,43.79373701,-20.72992612,-12.80291165,-11.78310755,15.94752647,17.0269038
16/03/01,1150.530029,1173.560059,1148.640015,1173.560059,1543560000,29.90999985,27.20020681,-36.85963989,-7.635505777,-0.019819183,-0.030080593,0,90.23690796,101.6600647,98.66487122,61.02954089,54.77494803,6.254592865,44.91861212,68.5412952,86.05208096,194.3321657,17.59813112,20.14663278
19/03/01,1170.810059,1173.5,1147.180054,1150.530029,1126200000,29.78000069,33.55673371,-37.12782136,-6.322949795,0.017473136,-0.030080593,0,59.46530914,75.62523651,34.87192535,60.83396644,55.4358394,5.398127034,45.450101,553.4318336,0.527984196,-0.612457053,19.78918762,20.569206
20/03/01,1142.619995,1180.560059,1142.189941,1170.810059,1235900000,30.95999908,29.67763215,-39.16360596,-6.686987517,-0.024372,-0.030080593,0,51.04984283,61.31601334,39.58321762,60.63650602,55.5881494,5.048356624,45.10669166,-18.92122767,13.51027286,1.65525996,19.56767473,18.74801784
21/03/01,1122.140015,1149.390015,1118.73999,1142.619995,1346300000,31.93000031,27.2161519,-41.94601563,-7.575517751,-0.018086277,-0.030080593,0,66.86859894,94.0979538,41.02324677,61.47646893,55.97225484,5.504214098,44.9741876,53.46391371,3.637978999,-7.438624915,20.55172424,18.9122547
22/03/01,1117.579956,1124.27002,1081.189941,1122.140015,1723950000,32.84000015,26.68543015,-44.01171431,-7.712973147,-0.004071996,-0.030080593,0,63.46850204,73.07453156,68.14031219,61.78422369,56.30308163,5.481142067,45.5056597,-22.342061,66.10170469,-5.509554036,20.27618623,18.94154499
23/03/01,1139.829956,1141.829956,1117.579956,1117.579956,1364900000,30.45000076,33.49953942,-43.35365243,-5.643929015,0.019713496,-0.030080593,0,62.28760147,84.75396729,45.16063309,62.3384966,56.61910668,5.719389923,45.70520645,15.98290879,-33.72405903,632.3076634,20.23401912,18.42385528
26/03/01,1152.689941,1160.02002,1139.829956,1139.829956,1114000000,29.04000092,37.13629345,-41.31815039,-2.88674158,0.011219201,-0.030080593,0,86.32097626,83.74169922,78.88400269,63.36230909,57.12603602,6.236273077,48.11655786,60.79140332,-24.19834281,-11.00582336,20.1578517,22.12532668
27/03/01,1182.170044,1183.349976,1150.959961,1152.689941,1314200000,27.04000092,44.61390987,-36.90083263,1.224460944,0.025253479,-0.030080593,0,79.70567322,90.13775635,69.92508698,63.80219388,57.44502082,6.357173064,48.13751944,7.637840154,-11.35707546,23.3504402,20.5958282,22.10957956
28/03/01,1153.290039,1182.170044,1147.829956,1182.170044,1333400000,28.57999992,39.63947195,-35.32326688,2.241621354,-0.024733009,-0.030080593,0,55.45267105,67.95252228,40.73409653,63.87123221,57.3701417,6.501090511,48.03924563,-24.61258741,-41.74609101,-19.82378589,20.58874359,22.37067094
29/03/01,1147.949951,1161.689941,1136.26001,1153.290039,1234500000,29.17000008,38.77847758,-34.11072789,2.76332828,-0.004641061,-0.030080593,0,62.45414352,54.00988007,69.73332977,63.91712623,57.42605257,6.491073661,48.92163312,-20.51821146,71.19154644,-7.107844231,20.78800151,21.253795
30/03/01,1160.329956,1162.800049,1143.829956,1147.949951,1280800000,28.63999939,41.92766724,-31.78442797,4.071702561,0.010726709,-0.030080593,0,70.13580322,67.29244232,91.43373108,64.3919129,57.17162038,7.220292523,49.92836004,24.5928379,31.11912392,29.20738813,20.77673537,20.54220286
02/04/01,1145.869995,1169.51001,1137.51001,1160.329956,1254900000,31.20999908,39.37967662,-30.75311377,4.082413407,-0.01254024,-0.030080593,0,42.06435394,40.8074646,41.93487549,63.99491215,57.34325267,6.651659474,50.71113274,40.00000654,-14.28570983,-39.9470936,22.09830766,20.95545298
03/04/01,1106.459961,1145.869995,1100.189941,1145.869995,1386100000,34.72000122,33.41877417,-32.73846163,1.677652442,-0.034998475,-0.033365277,1,56.20124435,54.98011398,65.91559601,64.62538366,57.28603046,7.339353206,51.46700434,34.73053159,57.18562471,1.796400799,21.65821501,20.82340689
04/04/01,1103.25,1117.5,1091.98999,1106.459961,1425590000,34.06999969,32.98086949,-34.17691097,0.191362477,-0.002905325,-0.033365277,0,56.49801254,59.34299088,53.35967636,64.54136181,57.32640833,7.214953476,52.03012814,7.935372585,-19.0484808,-11.81329013,21.54054372,20.89331937
05/04/01,1151.439941,1151.469971,1103.25,1103.25,1368000000,29.94000053,44.69688643,-31.07020888,2.638451654,0.042752913,-0.033365277,0,54.34488678,69.83827972,24.62618446,64.98492827,57.4745911,7.510337171,51.62377905,17.68581039,-53.84869972,32.8791259,21.55309233,22.29530674
06/04/01,1128.430054,1151.439941,1119.290039,1151.439941,1266800000,31.69000053,41.01035832,-30.11765317,2.872805892,-0.020185948,-0.033365277,0,50.74571991,46.88516998,56.2105751,64.55800479,57.66127457,6.896730219,51.76717334,-32.86608695,128.2553157,60.85106411,20.12856149,20.40845229
09/04/01,1137.589966,1146.130005,1126.380005,1128.430054,1062800000,31.90999985,43.02494753,-28.29742248,3.754429266,0.008084626,-0.033365277,0,31.64873695,35.08922195,28.04561806,64.76736785,57.22178554,7.54558231,50.96108015,-16.65149827,94.4798418,-40.87048624,18.47681085,22.18864774
10/04/01,1168.380005,1173.920044,1137.589966,1137.589966,1349600000,29.44000053,49.29363785,-24.09265261,6.367359307,0.026706219,-0.033365277,0,45.87136078,54.49068069,45.73016357,64.13271406,57.45051274,6.682201317,50.78803034,55.2917895,63.05635868,-21.97591219,18.50657803,22.03274826
11/04/01,1165.890015,1182.23999,1160.26001,1168.380005,1290300000,28.45999908,48.8257806,-20.7223888,7.790098494,-0.002133422,-0.033365277,0,33.1256752,40.0655098,36.02586746,64.0141193,57.40444401,6.609675294,51.25935447,-26.47273023,-21.22077717,-14.54545262,17.14019423,22.20642827
12/04/01,1183.5,1183.51001,1157.72998,1165.890015,1102000000,26.12000084,52.27569368,-16.44093099,9.657245047,0.014991394,-0.033365277,0,45.03490829,41.60881805,44.89628983,64.20299586,57.51240985,6.690586007,51.24507981,3.851962114,24.62236995,15.88260136,17.01952146,22.03350708
16/04/01,1179.680054,1184.640015,1167.380005,1183.5,913900000,26.32999992,51.46519282,-13.20387649,10.31543963,-0.003232889,-0.033365277,0,81.26626587,57.92181015,108.021492,63.43407859,57.35658864,6.077489951,53.9354973,189.4859764,35.0934599,44.56776026,16.11312155,22.65875868
17/04/01,1191.810059,1192.25,1168.900024,1179.680054,1109600000,25.61000061,53.90895334,-9.549615444,11.17576054,0.010229948,-0.030080593,0,72.23667908,74.3687439,75.44358063,63.68517232,57.65505704,6.030115287,54.32267878,28.39506173,-30.15873117,78.73313248,14.39825875,22.90581455
18/04/01,1238.160034,1248.420044,1191.810059,1191.810059,1918900000,24.12999916,61.81970624,-2.88032893,14.27603765,0.038153225,-0.030080593,0,61.34384537,72.87046814,58.24288177,64.201813,57.82889863,6.372914367,54.67166751,-2.014657877,-22.79942006,109.6560816,14.76249766,22.77759604
19/04/01,1253.689941,1253.709961,1233.390015,1238.160034,1486800000,24.15999985,64.04633807,3.616572807,16.61835151,0.012464722,-0.030080593,0,33.72230148,38.82621002,25.86038589,63.75816795,57.90640564,5.85176231,54.52619506,-46.71886841,-55.59906188,-10.75764121,14.87273699,23.19836226
20/04/01,1242.97998,1253.699951,1234.410034,1253.699951,1338700000,25.37999916,61.38749463,7.811167622,16.65035706,-0.008579449,-0.030080593,0,47.02846909,58.65846634,23.44185638,64.08514721,57.85800116,6.22714605,54.53615611,51.07955761,-9.352256074,193.167692,14.43158937,22.01100218
23/04/01,1224.359985,1242.97998,1217.469971,1242.97998,1012600000,28.15999985,56.96012524,9.52315919,14.6898789,-0.01509346,-0.030080593,0,48.71422958,57.86772919,41.62652969,60.4569035,58.11919414,2.337709359,51.94507918,23.94958666,18.99160102,-20.58822914,13.93112776,22.65837032
24/04/01,1209.469971,1233.540039,1208.890015,1224.359985,1216500000,28.48999977,53.62918175,9.568129658,11.78787949,-0.012236024,-0.030080593,0,45.28901291,64.5586853,25.79977608,59.75097089,58.15013812,1.600832765,51.04413467,11.56249988,-38.02083367,66.27604205,14.26484592,22.55315097
25/04/01,1228.75,1232.359985,1207.380005,1209.469971,1203600000,27.39999962,57.1253637,11.03233245,10.60166583,0.01581517,-0.030080593,0,81.60523224,110.5822678,42.18357468,59.98679123,58.32788927,1.658901964,50.98504664,71.28952866,63.50364651,88.51885271,19.37754732,22.44583254
26/04/01,1234.52002,1248.300049,1228.75,1228.75,1345200000,25.95999908,58.14249469,12.51406175,9.666716106,0.004684854,-0.030080593,0,56.40595245,38.37543869,71.56841278,59.4576728,57.91978663,1.537886173,51.23804475,-65.2969328,69.65943102,-34.17182713,19.19466656,22.83923267
27/04/01,1253.050049,1253.069946,1234.52002,1234.52002,1091300000,24.02000046,61.31635178,15.01052936,9.730546974,0.014898372,-0.030080593,0,60.67984009,64.21823883,43.99495316,59.1642475,58.07622312,1.088024374,51.23687988,67.34203184,-38.52741531,37.5520393,19.37547068,22.70583156
30/04/01,1249.459961,1269.300049,1243.98999,1253.050049,1266800000,25.47999954,60.36138799,16.50900234,8.98321596,-0.002869192,-0.030080593,0,38.64076614,29.21000862,63.03571701,58.93483109,58.34908258,0.585748514,51.79263783,-56.28072804,-13.43584033,-73.58526895,19.93977194,21.75400701
01/05/01,1266.439941,1266.469971,1243.550049,1249.459961,1181300000,24.20000076,63.27473566,18.84941121,9.058899862,0.013498342,-0.030080593,0,43.0633812,49.58106613,52.83794403,58.49137392,58.51367063,-0.022296701,52.4346427,69.73999143,-16.17776947,29.19999829,19.94654515,21.73988588
02/05/01,1267.430054,1272.930054,1257.699951,1266.439941,1342200000,24.22999954,63.44345736,20.54724009,8.605382996,0.000781502,-0.030080593,0,84.63829803,116.4900208,46.55325317,59.15673911,59.11670723,0.04003188,52.28663584,134.9486,-11.89427593,81.39709664,24.10806091,21.51406114
03/05/01,1248.579956,1267.430054,1239.880005,1267.430054,1137900000,25.78000069,57.9819484,20.13957983,6.558178187,-0.0149844,-0.030080593,0,68.37869263,80.02381134,50.49497604,59.66157918,59.15830166,0.503277514,52.47640195,-31.30414878,8.467126573,141.9615556,24.40840127,21.47164859
04/05/01,1266.609985,1267.51001,1232,1248.579956,1082100000,23.90999985,61.40435513,21.02896994,5.958054639,0.014337158,-0.030080593,0,86.77909851,94.55388641,71.59613037,59.80319261,59.44061067,0.362581942,52.4359199,18.1571895,41.78862133,41.52091251,25.04848126,21.80600908
07/05/01,1263.51001,1270,1259.189941,1266.609985,949000000,24.86000061,60.49204913,21.23884767,4.934345898,-0.002450459,-0.030080593,0,70.00977325,79.66307068,51.42736053,59.73568146,59.60847151,0.127209943,52.56990363,174.1712987,-26.18465119,-31.61382394,24.47914756,16.94828675
08/05/01,1261.199951,1267.01001,1253,1266.709961,1006300000,24.44000053,59.77929206,20.97696547,3.737970953,-0.00182996,-0.030080593,0,85.37545776,68.15267181,102.1351929,59.92185515,59.68852481,0.233330341,53.50780078,-14.4488516,98.60088445,-14.83450904,24.36673568,19.76238188
09/05/01,1255.540039,1261.650024,1247.829956,1261.199951,1132400000,24.35000038,57.97681816,20.0812304,2.27378871,-0.00449782,-0.030080593,0,90.07859039,77.3194046,110.0790482,60.09740849,60.11552294,-0.018114446,54.44449049,13.45029115,7.777784584,-18.22715328,24.48248843,23.61132795
10/05/01,1255.180054,1268.140015,1254.560059,1255.540039,1056700000,24,57.85732682,19.12188096,1.051551414,-0.000286759,-0.030080593,0,42.8893013,16.7829628,65.39349365,59.38640644,59.77347883,-0.387072389,55.09188192,-78.2939834,-40.59405968,-66.64127861,25.9749103,22.88837085
11/05/01,1245.670044,1259.839966,1240.790039,1255.180054,906200000,23.54000092,54.65272086,17.39370747,-0.541297658,-0.007605458,-0.030080593,0,58.65423584,55.74038315,55.68922806,59.13368414,59.61418001,-0.480495869,55.63490398,232.124809,-14.83980294,91.83811402,25.99833804,21.71170273
